File Name,Inter-File Entropy,Inter-File Hamming Distance
La Fleur et al,0.7326485479632339,25.66030150753769
Urtecho et al,1.5139358909221867,88.7970351758794
Yu et al,0.3522418938732378,22.676231155778893
Lagator et al Pr,0.3758518019742811,14.449095477386935
Lagator et al 36N,0.6147032875245675,26.800603015075374
Lagator et al Pl,0.4191472317054589,19.06256281407035
Hossain et al,1.799954785110853,52.62236180904522
Anderson et al,0.2058268300322671,3.580952380952381
De Novo Designs,1.2170530789722145,60.67908902691512
